en,tn,tkgid,tkseq,type,state
H'10,12,CT0XPUB,12,BOTHWAY,AVFREE
H'10,13,CT0XPUB,13,BOTHWAY,AVFREE
H'10,14,CT0XPUB,14,BOTHWAY,AVFREE
H'10,15,CT0XPUB,15,BOTHWAY,AVFREE
H'10,16,CT0XPUB,16,BOTHWAY,AVFREE
H'10,17,CT0XPUB,17,BOTHWAY,AVFREE
H'10,18,CT0XPUB,18,BOTHWAY,AVFREE
H'10,19,CT0XPUB,19,BOTHWAY,AVFREE
H'10,20,CT0XPUB,20,BOTHWAY,AVFREE
H'10,21,CT0XPUB,21,BOTHWAY,AVFREE
H'10,22,CT0XPUB,22,BOTHWAY,AVFREE
H'10,23,CT0XPUB,23,BOTHWAY,AVFREE
H'10,24,CT0XPUB,24,BOTHWAY,AVFREE
H'10,25,CT0XPUB,25,BOTHWAY,AVFREE
H'10,26,CT0XPUB,26,BOTHWAY,AVFREE
H'10,27,CT0XPUB,27,BOTHWAY,AVFREE
H'10,28,CT0XPUB,28,BOTHWAY,AVFREE
H'10,29,CT0XPUB,29,BOTHWAY,AVFREE
H'10,30,CT0XPUB,30,BOTHWAY,AVFREE
H'10,31,CT0XPUB,31,BOTHWAY,AVFREE
H'12,1,RO0TPUB,1,BOTHWAY,AVFREE
H'12,2,RO0TPUB,2,BOTHWAY,AVFREE
H'12,3,RO0TPUB,3,BOTHWAY,AVFREE
H'12,4,RO0TPUB,4,BOTHWAY,AVFREE
H'12,5,RO0TPUB,5,BOTHWAY,AVFREE
H'12,6,RO0TPUB,6,BOTHWAY,AVFREE
H'12,7,RO0TPUB,7,BOTHWAY,AVFREE
H'12,8,RO0TPUB,8,BOTHWAY,AVFREE
H'12,9,RO0TPUB,9,BOTHWAY,AVFREE
H'12,10,RO0TPUB,10,BOTHWAY,AVFREE
H'12,11,RO0TPUB,11,BOTHWAY,AVFREE
H'12,12,RO0TPUB,12,BOTHWAY,AVFREE
H'12,13,RO0TPUB,13,BOTHWAY,AVFREE
H'12,14,RO0TPUB,14,BOTHWAY,AVFREE
H'12,15,RO0TPUB,15,BOTHWAY,AVFREE
H'12,16,RO0TPUB,16,BOTHWAY,AVFREE
H'12,17,RO0TPUB,17,BOTHWAY,AVFREE
H'12,18,RO0TPUB,18,BOTHWAY,AVFREE
H'12,19,RO0TPUB,19,BOTHWAY,AVFREE
H'12,20,RO0TPUB,20,BOTHWAY,AVFREE
H'12,21,RO0TPUB,21,BOTHWAY,AVFREE
H'12,22,RO0TPUB,22,BOTHWAY,AVFREE
H'12,23,RO0TPUB,23,BOTHWAY,AVFREE
H'12,24,RO0TPUB,24,BOTHWAY,AVFREE
H'12,25,RO0TPUB,25,BOTHWAY,AVFREE
H'12,26,RO0TPUB,26,BOTHWAY,AVFREE
H'12,27,RO0TPUB,27,BOTHWAY,AVFREE
H'12,28,RO0TPUB,28,BOTHWAY,AVFREE
H'12,29,RO0TPUB,29,BOTHWAY,AVFREE
H'12,30,RO0TPUB,30,BOTHWAY,AVFREE
H'12,31,RO0TPUB,31,BOTHWAY,AVFREE
H'210,1,PP0TPUB,801,BOTHWAY,AVFREE
H'210,2,PP0TPUB,802,BOTHWAY,AVFREE
H'210,3,PP0TPUB,803,BOTHWAY,AVFREE
H'210,4,PP0TPUB,804,BOTHWAY,AVFREE
H'210,5,PP0TPUB,805,BOTHWAY,AVFREE
H'210,6,PP0TPUB,806,BOTHWAY,AVFREE
H'210,7,PP0TPUB,807,BOTHWAY,AVFREE
H'210,8,PP0TPUB,808,BOTHWAY,AVFREE
H'210,9,PP0TPUB,809,BOTHWAY,AVFREE
H'210,10,PP0TPUB,810,BOTHWAY,AVFREE
H'210,11,PP0TPUB,811,BOTHWAY,AVFREE
H'210,12,PP0TPUB,812,BOTHWAY,AVFREE
H'210,13,PP0TPUB,813,BOTHWAY,AVFREE
H'210,14,PP0TPUB,814,BOTHWAY,AVFREE
H'210,15,PP0TPUB,815,BOTHWAY,AVFREE
H'210,16,PP0TPUB,816,BOTHWAY,AVFREE
H'210,17,PP0TPUB,817,BOTHWAY,AVFREE
H'210,18,PP0TPUB,818,BOTHWAY,AVFREE
H'210,19,PP0TPUB,819,BOTHWAY,AVFREE
H'210,20,PP0TPUB,820,BOTHWAY,AVFREE
H'210,21,PP0TPUB,821,BOTHWAY,AVFREE
H'210,22,PP0TPUB,822,BOTHWAY,AVFREE
H'210,23,PP0TPUB,823,BOTHWAY,AVFREE
H'210,24,PP0TPUB,824,BOTHWAY,AVFREE
H'210,25,PP0TPUB,825,BOTHWAY,AVFREE
H'210,26,PP0TPUB,826,BOTHWAY,AVFREE
H'210,27,PP0TPUB,827,BOTHWAY,AVFREE
H'210,28,PP0TPUB,828,BOTHWAY,AVFREE
H'210,29,PP0TPUB,829,BOTHWAY,AVFREE
H'210,30,PP0TPUB,830,BOTHWAY,AVFREE
H'210,31,PP0TPUB,831,BOTHWAY,AVFREE
H'212,1,PP0TPUB,1201,BOTHWAY,AVFREE
H'212,2,PP0TPUB,1202,BOTHWAY,AVFREE
H'212,3,PP0TPUB,1203,BOTHWAY,AVFREE
H'212,4,PP0TPUB,1204,BOTHWAY,AVFREE
H'212,5,PP0TPUB,1205,BOTHWAY,AVFREE
H'212,6,PP0TPUB,1206,BOTHWAY,AVFREE
H'212,7,PP0TPUB,1207,BOTHWAY,AVFREE
H'212,8,PP0TPUB,1208,BOTHWAY,AVFREE
H'212,9,PP0TPUB,1209,BOTHWAY,AVFREE
H'212,10,PP0TPUB,1210,BOTHWAY,AVFREE
H'212,11,PP0TPUB,1211,BOTHWAY,AVFREE
H'212,12,PP0TPUB,1212,BOTHWAY,AVFREE
H'212,13,PP0TPUB,1213,BOTHWAY,AVFREE
H'212,14,PP0TPUB,1214,BOTHWAY,AVFREE
H'212,15,PP0TPUB,1215,BOTHWAY,AVFREE
H'212,16,PP0TPUB,1216,BOTHWAY,AVFREE
H'212,17,PP0TPUB,1217,BOTHWAY,AVFREE
H'212,18,PP0TPUB,1218,BOTHWAY,AVBUSY
H'212,19,PP0TPUB,1219,BOTHWAY,AVBUSY
H'212,20,PP0TPUB,1220,BOTHWAY,AVFREE
H'212,21,PP0TPUB,1221,BOTHWAY,AVBUSY
H'212,22,PP0TPUB,1222,BOTHWAY,AVBUSY
H'212,23,PP0TPUB,1223,BOTHWAY,AVBUSY
H'212,24,PP0TPUB,1224,BOTHWAY,AVBUSY
H'212,25,PP0TPUB,1225,BOTHWAY,AVBUSY
H'212,26,PP0TPUB,1226,BOTHWAY,AVBUSY
H'212,27,PP0TPUB,1227,BOTHWAY,AVBUSY
H'212,28,PP0TPUB,1228,BOTHWAY,AVBUSY
H'212,29,PP0TPUB,1229,BOTHWAY,AVBUSY
H'212,30,PP0TPUB,1230,BOTHWAY,AVBUSY
H'212,31,PP0TPUB,1231,BOTHWAY,AVBUSY
H'220,1,IX04PUB,101,BOTHWAY,READY
H'220,2,IX04PUB,102,BOTHWAY,READY
H'220,3,IX04PUB,103,BOTHWAY,READY
H'220,4,IX04PUB,104,BOTHWAY,READY
H'220,5,IX04PUB,105,BOTHWAY,READY
H'220,6,IX04PUB,106,BOTHWAY,READY
H'220,7,IX04PUB,107,BOTHWAY,READY
H'220,8,IX04PUB,108,BOTHWAY,READY
H'220,9,IX04PUB,109,BOTHWAY,READY
H'220,10,IX04PUB,110,BOTHWAY,READY
H'220,11,IX04PUB,111,BOTHWAY,READY
H'220,12,IX04PUB,112,BOTHWAY,READY
H'220,13,IX04PUB,113,BOTHWAY,READY
H'220,14,IX04PUB,114,BOTHWAY,READY
H'220,15,IX04PUB,115,BOTHWAY,READY
H'220,16,IX04PUB,116,BOTHWAY,READY
H'220,17,IX04PUB,117,BOTHWAY,READY
H'220,18,IX04PUB,118,BOTHWAY,READY
H'220,19,IX04PUB,119,BOTHWAY,READY
H'220,20,IX04PUB,120,BOTHWAY,READY
H'220,21,IX04PUB,121,BOTHWAY,READY
H'220,22,IX04PUB,122,BOTHWAY,READY
H'220,23,IX04PUB,123,BOTHWAY,READY
H'220,24,IX04PUB,124,BOTHWAY,READY
H'220,25,IX04PUB,125,BOTHWAY,READY
H'220,26,IX04PUB,126,BOTHWAY,READY
H'220,27,IX04PUB,127,BOTHWAY,READY
H'220,28,IX04PUB,128,BOTHWAY,READY
H'220,29,IX04PUB,129,BOTHWAY,READY
H'220,30,IX04PUB,130,BOTHWAY,READY
H'220,31,IX04PUB,131,BOTHWAY,READY
H'221,1,CT0TPUB,1,BOTHWAY,AVFREE
H'221,2,CT0TPUB,2,BOTHWAY,AVFREE
H'221,3,CT0TPUB,3,BOTHWAY,AVFREE
H'221,4,CT0TPUB,4,BOTHWAY,AVFREE
H'221,5,CT0TPUB,5,BOTHWAY,AVFREE
H'221,6,CT0TPUB,6,BOTHWAY,AVFREE
H'221,7,CT0TPUB,7,BOTHWAY,AVFREE
H'221,8,CT0TPUB,8,BOTHWAY,AVFREE
H'221,9,CT0TPUB,9,BOTHWAY,AVFREE
H'221,10,CT0TPUB,10,BOTHWAY,AVFREE
H'221,11,CT0TPUB,11,BOTHWAY,AVFREE
H'221,12,CT0TPUB,12,BOTHWAY,AVFREE
H'221,13,CT0TPUB,13,BOTHWAY,AVFREE
H'221,14,CT0TPUB,14,BOTHWAY,AVFREE
H'221,15,CT0TPUB,15,BOTHWAY,AVFREE
H'221,16,CT0TPUB,16,BOTHWAY,AVFREE
H'221,17,CT0TPUB,17,BOTHWAY,AVFREE
H'221,18,CT0TPUB,18,BOTHWAY,AVFREE
H'221,19,CT0TPUB,19,BOTHWAY,AVFREE
H'221,20,CT0TPUB,20,BOTHWAY,AVFREE
H'221,21,CT0TPUB,21,BOTHWAY,AVFREE
H'221,22,CT0TPUB,22,BOTHWAY,AVFREE
H'221,23,CT0TPUB,23,BOTHWAY,AVFREE
H'221,24,CT0TPUB,24,BOTHWAY,AVFREE
H'221,25,CT0TPUB,25,BOTHWAY,AVFREE
H'221,26,CT0TPUB,26,BOTHWAY,AVFREE
H'221,27,CT0TPUB,27,BOTHWAY,AVFREE
H'221,28,CT0TPUB,28,BOTHWAY,AVFREE
H'221,29,CT0TPUB,29,BOTHWAY,AVFREE
H'221,30,CT0TPUB,30,BOTHWAY,AVFREE
H'221,31,CT0TPUB,31,BOTHWAY,AVFREE
H'231,1,MY03PUB,1,BOTHWAY,AVBUSY
H'231,2,MY03PUB,2,BOTHWAY,AVFREE
H'231,3,MY03PUB,3,BOTHWAY,AVFREE
H'231,4,MY03PUB,4,BOTHWAY,AVFREE
H'231,5,MY03PUB,5,BOTHWAY,AVFREE
H'231,6,MY03PUB,6,BOTHWAY,AVFREE
H'231,7,MY03PUB,7,BOTHWAY,AVFREE
H'231,8,MY03PUB,8,BOTHWAY,AVFREE
H'231,9,MY03PUB,9,BOTHWAY,AVFREE
H'231,10,MY03PUB,10,BOTHWAY,AVFREE
H'231,11,MY03PUB,11,BOTHWAY,AVFREE
H'231,12,MY03PUB,12,BOTHWAY,AVFREE
H'231,13,MY03PUB,13,BOTHWAY,AVFREE
H'231,14,MY03PUB,14,BOTHWAY,AVFREE
H'231,15,MY03PUB,15,BOTHWAY,AVFREE
H'231,16,MY03PUB,16,BOTHWAY,AVFREE
H'231,17,MY03PUB,17,BOTHWAY,AVFREE
H'231,18,MY03PUB,18,BOTHWAY,AVFREE
H'231,19,MY03PUB,19,BOTHWAY,AVFREE
H'231,20,MY03PUB,20,BOTHWAY,AVFREE
H'231,21,MY03PUB,21,BOTHWAY,AVFREE
H'231,22,MY03PUB,22,BOTHWAY,AVFREE
H'231,23,MY03PUB,23,BOTHWAY,AVFREE
H'231,24,MY03PUB,24,BOTHWAY,AVFREE
H'231,25,MY03PUB,25,BOTHWAY,AVFREE
H'231,26,MY03PUB,26,BOTHWAY,AVFREE
H'231,27,MY03PUB,27,BOTHWAY,AVFREE
H'231,28,MY03PUB,28,BOTHWAY,AVFREE
H'231,29,MY03PUB,29,BOTHWAY,AVFREE
H'231,30,MY03PUB,30,BOTHWAY,AVFREE
H'231,31,MY03PUB,31,BOTHWAY,AVFREE
H'300,1,VL0TPUB,101,BOTHWAY,AVFREE
H'300,2,VL0TPUB,102,BOTHWAY,AVFREE
H'300,3,VL0TPUB,103,BOTHWAY,AVFREE
H'300,4,VL0TPUB,104,BOTHWAY,AVFREE
H'300,5,VL0TPUB,105,BOTHWAY,AVFREE
H'300,6,VL0TPUB,106,BOTHWAY,AVFREE
H'300,7,VL0TPUB,107,BOTHWAY,AVFREE
H'300,8,VL0TPUB,108,BOTHWAY,AVFREE
H'300,9,VL0TPUB,109,BOTHWAY,AVFREE
H'300,10,VL0TPUB,110,BOTHWAY,AVFREE
H'300,11,VL0TPUB,111,BOTHWAY,AVFREE
H'300,12,VL0TPUB,112,BOTHWAY,AVFREE
H'300,13,VL0TPUB,113,BOTHWAY,AVFREE
H'300,14,VL0TPUB,114,BOTHWAY,AVFREE
H'300,15,VL0TPUB,115,BOTHWAY,AVFREE
H'300,16,VL0TPUB,116,BOTHWAY,AVFREE
H'300,17,VL0TPUB,117,BOTHWAY,AVFREE
H'300,18,VL0TPUB,118,BOTHWAY,AVFREE
H'300,19,VL0TPUB,119,BOTHWAY,AVFREE
H'300,20,VL0TPUB,120,BOTHWAY,AVFREE
H'300,21,VL0TPUB,121,BOTHWAY,AVFREE
H'300,22,VL0TPUB,122,BOTHWAY,AVFREE
H'300,23,VL0TPUB,123,BOTHWAY,AVFREE
H'300,24,VL0TPUB,124,BOTHWAY,AVFREE
H'300,25,VL0TPUB,125,BOTHWAY,AVFREE
H'300,26,VL0TPUB,126,BOTHWAY,AVFREE
H'300,27,VL0TPUB,127,BOTHWAY,AVFREE
H'300,28,VL0TPUB,128,BOTHWAY,AVFREE
H'300,29,VL0TPUB,129,BOTHWAY,AVFREE
H'300,30,VL0TPUB,130,BOTHWAY,AVFREE
H'300,31,VL0TPUB,131,BOTHWAY,AVFREE
H'302,1,VL0TPUB,201,BOTHWAY,AVFREE
H'302,2,VL0TPUB,202,BOTHWAY,AVFREE
H'302,3,VL0TPUB,203,BOTHWAY,AVBUSY
H'302,4,VL0TPUB,204,BOTHWAY,AVFREE
H'302,5,VL0TPUB,205,BOTHWAY,AVFREE
H'302,6,VL0TPUB,206,BOTHWAY,AVFREE
H'302,7,VL0TPUB,207,BOTHWAY,AVFREE
H'302,8,VL0TPUB,208,BOTHWAY,AVFREE
H'302,9,VL0TPUB,209,BOTHWAY,AVFREE
H'302,10,VL0TPUB,210,BOTHWAY,AVFREE
H'302,11,VL0TPUB,211,BOTHWAY,AVFREE
H'302,12,VL0TPUB,212,BOTHWAY,AVFREE
H'302,13,VL0TPUB,213,BOTHWAY,AVFREE
H'302,14,VL0TPUB,214,BOTHWAY,AVFREE
H'302,15,VL0TPUB,215,BOTHWAY,AVFREE
H'302,16,VL0TPUB,216,BOTHWAY,AVFREE
H'302,17,VL0TPUB,217,BOTHWAY,AVFREE
H'302,18,VL0TPUB,218,BOTHWAY,AVFREE
H'302,19,VL0TPUB,219,BOTHWAY,AVFREE
H'302,20,VL0TPUB,220,BOTHWAY,AVFREE
H'302,21,VL0TPUB,221,BOTHWAY,AVFREE
H'302,22,VL0TPUB,222,BOTHWAY,AVFREE
H'302,23,VL0TPUB,223,BOTHWAY,AVFREE
H'302,24,VL0TPUB,224,BOTHWAY,AVFREE
H'302,25,VL0TPUB,225,BOTHWAY,AVFREE
H'302,26,VL0TPUB,226,BOTHWAY,AVFREE
H'302,27,VL0TPUB,227,BOTHWAY,AVFREE
H'302,28,VL0TPUB,228,BOTHWAY,AVFREE
H'302,29,VL0TPUB,229,BOTHWAY,AVFREE
H'302,30,VL0TPUB,230,BOTHWAY,AVFREE
H'302,31,VL0TPUB,231,BOTHWAY,AVFREE
H'503,1,PP0TPUB,1101,BOTHWAY,AVFREE
H'503,2,PP0TPUB,1102,BOTHWAY,AVFREE
H'503,3,PP0TPUB,1103,BOTHWAY,AVFREE
H'503,4,PP0TPUB,1104,BOTHWAY,AVFREE
H'503,5,PP0TPUB,1105,BOTHWAY,AVFREE
H'503,6,PP0TPUB,1106,BOTHWAY,AVFREE
H'503,7,PP0TPUB,1107,BOTHWAY,AVFREE
H'503,8,PP0TPUB,1108,BOTHWAY,AVFREE
H'503,9,PP0TPUB,1109,BOTHWAY,AVFREE
H'503,10,PP0TPUB,1110,BOTHWAY,AVFREE
H'503,11,PP0TPUB,1111,BOTHWAY,AVFREE
H'503,12,PP0TPUB,1112,BOTHWAY,AVFREE
H'503,13,PP0TPUB,1113,BOTHWAY,AVFREE
H'503,14,PP0TPUB,1114,BOTHWAY,AVFREE
H'503,15,PP0TPUB,1115,BOTHWAY,AVFREE
H'503,16,PP0TPUB,1116,BOTHWAY,AVFREE
H'503,17,PP0TPUB,1117,BOTHWAY,AVFREE
H'503,18,PP0TPUB,1118,BOTHWAY,AVFREE
H'503,19,PP0TPUB,1119,BOTHWAY,AVFREE
H'503,20,PP0TPUB,1120,BOTHWAY,AVFREE
H'503,21,PP0TPUB,1121,BOTHWAY,AVFREE
H'503,22,PP0TPUB,1122,BOTHWAY,AVFREE
H'503,23,PP0TPUB,1123,BOTHWAY,AVFREE
H'503,24,PP0TPUB,1124,BOTHWAY,AVFREE
H'503,25,PP0TPUB,1125,BOTHWAY,AVFREE
H'503,26,PP0TPUB,1126,BOTHWAY,AVFREE
H'503,27,PP0TPUB,1127,BOTHWAY,AVFREE
H'503,28,PP0TPUB,1128,BOTHWAY,AVFREE
H'503,29,PP0TPUB,1129,BOTHWAY,AVFREE
H'503,30,PP0TPUB,1130,BOTHWAY,AVFREE
H'503,31,PP0TPUB,1131,BOTHWAY,AVFREE
H'510,1,PP0TPUB,901,BOTHWAY,AVFREE
H'510,2,PP0TPUB,902,BOTHWAY,AVFREE
H'510,3,PP0TPUB,903,BOTHWAY,AVFREE
H'510,4,PP0TPUB,904,BOTHWAY,AVFREE
H'510,5,PP0TPUB,905,BOTHWAY,AVFREE
H'510,6,PP0TPUB,906,BOTHWAY,AVFREE
H'510,7,PP0TPUB,907,BOTHWAY,AVFREE
H'510,8,PP0TPUB,908,BOTHWAY,AVFREE
H'510,9,PP0TPUB,909,BOTHWAY,AVFREE
H'510,10,PP0TPUB,910,BOTHWAY,AVFREE
H'510,11,PP0TPUB,911,BOTHWAY,AVFREE
H'510,12,PP0TPUB,912,BOTHWAY,AVFREE
H'510,13,PP0TPUB,913,BOTHWAY,AVFREE
H'510,14,PP0TPUB,914,BOTHWAY,AVFREE
H'510,15,PP0TPUB,915,BOTHWAY,AVFREE
H'510,16,PP0TPUB,916,BOTHWAY,AVFREE
H'510,17,PP0TPUB,917,BOTHWAY,AVFREE
H'510,18,PP0TPUB,918,BOTHWAY,AVFREE
H'510,19,PP0TPUB,919,BOTHWAY,AVFREE
H'510,20,PP0TPUB,920,BOTHWAY,AVFREE
H'510,21,PP0TPUB,921,BOTHWAY,AVFREE
H'510,22,PP0TPUB,922,BOTHWAY,AVFREE
H'510,23,PP0TPUB,923,BOTHWAY,AVFREE
H'510,24,PP0TPUB,924,BOTHWAY,AVFREE
H'510,25,PP0TPUB,925,BOTHWAY,AVFREE
H'510,26,PP0TPUB,926,BOTHWAY,AVFREE
H'510,27,PP0TPUB,927,BOTHWAY,AVFREE
H'510,28,PP0TPUB,928,BOTHWAY,AVFREE
H'510,29,PP0TPUB,929,BOTHWAY,AVFREE
H'510,30,PP0TPUB,930,BOTHWAY,AVFREE
H'510,31,PP0TPUB,931,BOTHWAY,AVFREE
H'523,1,PP0TPUB,1001,BOTHWAY,READY
H'523,2,PP0TPUB,1002,BOTHWAY,READY
H'523,3,PP0TPUB,1003,BOTHWAY,READY
H'523,4,PP0TPUB,1004,BOTHWAY,READY
H'523,5,PP0TPUB,1005,BOTHWAY,READY
H'523,6,PP0TPUB,1006,BOTHWAY,READY
H'523,7,PP0TPUB,1007,BOTHWAY,READY
H'523,8,PP0TPUB,1008,BOTHWAY,READY
H'523,9,PP0TPUB,1009,BOTHWAY,READY
H'523,10,PP0TPUB,1010,BOTHWAY,READY
H'523,11,PP0TPUB,1011,BOTHWAY,READY
H'523,12,PP0TPUB,1012,BOTHWAY,READY
H'523,13,PP0TPUB,1013,BOTHWAY,READY
H'523,14,PP0TPUB,1014,BOTHWAY,READY
H'523,15,PP0TPUB,1015,BOTHWAY,READY
H'523,16,PP0TPUB,1016,BOTHWAY,READY
H'523,17,PP0TPUB,1017,BOTHWAY,READY
H'523,18,PP0TPUB,1018,BOTHWAY,READY
H'523,19,PP0TPUB,1019,BOTHWAY,READY
H'523,20,PP0TPUB,1020,BOTHWAY,READY
H'523,21,PP0TPUB,1021,BOTHWAY,READY
H'523,22,PP0TPUB,1022,BOTHWAY,READY
H'523,23,PP0TPUB,1023,BOTHWAY,READY
H'523,24,PP0TPUB,1024,BOTHWAY,READY
H'523,25,PP0TPUB,1025,BOTHWAY,READY
H'523,26,PP0TPUB,1026,BOTHWAY,READY
H'523,27,PP0TPUB,1027,BOTHWAY,READY
H'523,28,PPTEP4B,1028,BOTHWAY,READY
H'523,29,PPTEP4B,1029,BOTHWAY,READY
H'523,30,PPTEP4B,1030,BOTHWAY,READY
H'523,31,PPTEP4B,1031,BOTHWAY,READY
H'533,1,ES0BPLB,1,BOTHWAY,AVBUSY
H'533,2,ES0BPLB,2,BOTHWAY,AVBUSY
H'533,3,ES0BPLB,3,BOTHWAY,AVBUSY
H'533,4,ES0BPLB,4,BOTHWAY,AVBUSY
H'533,5,ES0BPLB,5,BOTHWAY,AVBUSY
H'533,6,ES0BPLB,6,BOTHWAY,AVBUSY
H'533,7,ES0BPLB,7,BOTHWAY,AVBUSY
H'533,8,ES0BPLB,8,BOTHWAY,AVFREE
H'533,9,ES0BPLB,9,BOTHWAY,AVBUSY
H'533,10,ES0BPLB,10,BOTHWAY,AVFREE
H'533,11,ES0BPLB,11,BOTHWAY,AVFREE
H'533,12,ES0BPLB,12,BOTHWAY,AVFREE
H'533,13,ES0BPLB,13,BOTHWAY,AVFREE
H'533,14,ES0BPLB,14,BOTHWAY,AVFREE
H'533,15,ES0BPLB,15,BOTHWAY,AVFREE
H'533,16,ES0BPLB,16,BOTHWAY,AVFREE
H'533,17,ES0BPLB,17,BOTHWAY,AVFREE
H'533,18,ES0BPLB,18,BOTHWAY,AVFREE
H'533,19,ES0BPLB,19,BOTHWAY,AVFREE
H'533,20,ES0BPLB,20,BOTHWAY,AVFREE
H'533,21,ES0BPLB,21,BOTHWAY,AVFREE
H'533,22,ES0BPLB,22,BOTHWAY,AVFREE
H'533,23,ES0BPLB,23,BOTHWAY,AVFREE
H'533,24,ES0BPLB,24,BOTHWAY,AVFREE
H'533,25,ES0BPLB,25,BOTHWAY,AVFREE
H'533,26,ES0BPLB,26,BOTHWAY,AVFREE
H'533,27,ES0BPLB,27,BOTHWAY,AVFREE
H'533,28,ES0BPLB,28,BOTHWAY,AVFREE
H'533,29,ES0BPLB,29,BOTHWAY,AVFREE
H'533,30,ES0BPLB,30,BOTHWAY,AVFREE
H'533,31,ES0BPLB,31,BOTHWAY,AVFREE
H'1000,1,ES0BPLB,201,BOTHWAY,AVFREE
H'1000,2,ES0BPLB,202,BOTHWAY,AVFREE
H'1000,3,ES0BPLB,203,BOTHWAY,AVFREE
H'1000,4,ES0BPLB,204,BOTHWAY,AVFREE
H'1000,5,ES0BPLB,205,BOTHWAY,AVFREE
H'1000,6,ES0BPLB,206,BOTHWAY,AVFREE
H'1000,7,ES0BPLB,207,BOTHWAY,AVFREE
H'1000,8,ES0BPLB,208,BOTHWAY,AVFREE
H'1000,9,ES0BPLB,209,BOTHWAY,AVFREE
H'1000,10,ES0BPLB,210,BOTHWAY,AVFREE
H'1000,11,ES0BPLB,211,BOTHWAY,AVFREE
H'1000,12,ES0BPLB,212,BOTHWAY,AVFREE
H'1000,13,ES0BPLB,213,BOTHWAY,AVFREE
H'1000,14,ES0BPLB,214,BOTHWAY,AVFREE
H'1000,15,ES0BPLB,215,BOTHWAY,AVFREE
H'1000,16,ES0BPLB,216,BOTHWAY,AVFREE
H'1000,17,ES0BPLB,217,BOTHWAY,AVFREE
H'1000,18,ES0BPLB,218,BOTHWAY,AVFREE
H'1000,19,ES0BPLB,219,BOTHWAY,AVFREE
H'1000,20,ES0BPLB,220,BOTHWAY,AVFREE
H'1000,21,ES0BPLB,221,BOTHWAY,AVFREE
H'1000,22,ES0BPLB,222,BOTHWAY,AVFREE
H'1000,23,ES0BPLB,223,BOTHWAY,AVFREE
H'1000,24,ES0BPLB,224,BOTHWAY,AVFREE
H'1000,25,ES0BPLB,225,BOTHWAY,AVFREE
H'1000,26,ES0BPLB,226,BOTHWAY,AVFREE
H'1000,27,ES0BPLB,227,BOTHWAY,AVFREE
H'1000,28,ES0BPLB,228,BOTHWAY,AVFREE
H'1000,29,ES0BPLB,229,BOTHWAY,AVFREE
H'1000,30,ES0BPLB,230,BOTHWAY,AVFREE
H'1000,31,ES0BPLB,231,BOTHWAY,AVFREE
H'1001,1,CL0XPUB,1,BOTHWAY,AVBUSY
H'1001,2,CL0XPUB,2,BOTHWAY,AVBUSY
H'1001,3,CL0XPUB,3,BOTHWAY,AVFREE
H'1001,4,CL0XPUB,4,BOTHWAY,AVBUSY
H'1001,5,CL0XPUB,5,BOTHWAY,AVBUSY
H'1001,6,CL0XPUB,6,BOTHWAY,AVBUSY
H'1001,7,CL0XPUB,7,BOTHWAY,AVFREE
H'1001,8,CL0XPUB,8,BOTHWAY,AVBUSY
H'1001,9,CL0XPUB,9,BOTHWAY,AVFREE
H'1001,10,CL0XPUB,10,BOTHWAY,AVFREE
H'1001,11,CL0XPUB,11,BOTHWAY,AVFREE
H'1001,12,CL0XPUB,12,BOTHWAY,AVFREE
H'1001,13,CL0XPUB,13,BOTHWAY,AVFREE
H'1001,14,CL0XPUB,14,BOTHWAY,AVFREE
H'1001,15,CL0XPUB,15,BOTHWAY,AVFREE
H'1001,16,CL0XPUB,16,BOTHWAY,AVFREE
H'1001,17,CL0XPUB,17,BOTHWAY,AVFREE
H'1001,18,CL0XPUB,18,BOTHWAY,AVFREE
H'1001,19,CL0XPUB,19,BOTHWAY,AVFREE
H'1001,20,CL0XPUB,20,BOTHWAY,AVFREE
H'1001,21,CL0XPUB,21,BOTHWAY,AVFREE
H'1001,22,CL0XPUB,22,BOTHWAY,AVFREE
H'1001,23,CL0XPUB,23,BOTHWAY,AVFREE
H'1001,24,CL0XPUB,24,BOTHWAY,AVFREE
H'1001,25,CL0XPUB,25,BOTHWAY,AVFREE
H'1001,26,CL0XPUB,26,BOTHWAY,AVFREE
H'1001,27,CL0XPUB,27,BOTHWAY,AVFREE
H'1001,28,CL0XPUB,28,BOTHWAY,AVFREE
H'1001,29,CL0XPUB,29,BOTHWAY,AVFREE
H'1001,30,CL0XPUB,30,BOTHWAY,AVFREE
H'1001,31,CL0XPUB,31,BOTHWAY,AVFREE
H'1002,1,CL0YPUB,1,BOTHWAY,AVFREE
H'1002,2,CL0YPUB,2,BOTHWAY,AVFREE
H'1002,3,CL0YPUB,3,BOTHWAY,AVFREE
H'1002,4,CL0YPUB,4,BOTHWAY,AVFREE
H'1002,5,CL0YPUB,5,BOTHWAY,AVFREE
H'1002,6,CL0YPUB,6,BOTHWAY,AVFREE
H'1002,7,CL0YPUB,7,BOTHWAY,AVFREE
H'1002,8,CL0YPUB,8,BOTHWAY,AVFREE
H'1002,9,CL0YPUB,9,BOTHWAY,AVFREE
H'1002,10,CL0YPUB,10,BOTHWAY,AVFREE
H'1002,11,CL0YPUB,11,BOTHWAY,AVFREE
H'1002,12,CL0YPUB,12,BOTHWAY,AVFREE
H'1002,13,CL0YPUB,13,BOTHWAY,AVFREE
